Wavelength (nm), Global Tilt (W m-2 nm-1), Flux (W m-2)
1633.00, 2.326700e-01, 3.064505e-01
1634.00, 2.328200e-01, 3.068358e-01
1635.00, 2.336700e-01, 3.081445e-01
1636.00, 2.353900e-01, 3.106025e-01
1637.00, 2.270000e-01, 2.997148e-01
1638.00, 2.200700e-01, 2.907424e-01
1639.00, 2.202600e-01, 2.911711e-01
1640.00, 2.151100e-01, 2.845366e-01
1641.00, 2.196000e-01, 2.906529e-01
1642.00, 2.208200e-01, 2.924457e-01
1643.00, 2.153500e-01, 2.853751e-01
1644.00, 2.235500e-01, 2.964218e-01
1645.00, 2.182200e-01, 2.895304e-01
1646.00, 2.174900e-01, 2.887373e-01
1647.00, 2.276800e-01, 3.024490e-01
1648.00, 2.165500e-01, 2.878386e-01
1649.00, 2.186700e-01, 2.908329e-01
1650.00, 2.252600e-01, 2.997794e-01
1651.00, 2.085500e-01, 2.777096e-01
1652.00, 2.237300e-01, 2.981041e-01
1653.00, 2.227700e-01, 2.970047e-01
1654.00, 2.158300e-01, 2.879261e-01
1655.00, 2.223100e-01, 2.967500e-01
1656.00, 2.210100e-01, 2.951929e-01
1657.00, 2.222300e-01, 2.970017e-01
1658.00, 2.248700e-01, 3.007113e-01
1659.00, 2.212000e-01, 2.959819e-01
1660.00, 2.233200e-01, 2.989988e-01
1661.00, 2.238400e-01, 2.998755e-01
1662.00, 2.190800e-01, 2.936753e-01
1663.00, 2.223500e-01, 2.982381e-01
1664.00, 2.209800e-01, 2.965787e-01
1665.00, 2.117800e-01, 2.844022e-01
1666.00, 1.788400e-01, 2.403108e-01
1667.00, 2.106800e-01, 2.832648e-01
1668.00, 2.145900e-01, 2.886950e-01
1669.00, 2.151600e-01, 2.896354e-01
1670.00, 2.216800e-01, 2.985910e-01
1671.00, 2.187900e-01, 2.948748e-01
1672.00, 2.114700e-01, 2.851798e-01
1673.00, 2.162900e-01, 2.918543e-01
1674.00, 2.157500e-01, 2.912996e-01
1675.00, 2.136000e-01, 2.885691e-01
1676.00, 2.114500e-01, 2.858350e-01
1677.00, 2.122900e-01, 2.871417e-01
1678.00, 2.091500e-01, 2.830633e-01
1679.00, 2.130300e-01, 2.884863e-01
1680.00, 2.055800e-01, 2.785633e-01
1681.00, 1.944700e-01, 2.636659e-01
1682.00, 2.036600e-01, 2.762902e-01
1683.00, 2.090600e-01, 2.837846e-01
1684.00, 1.979700e-01, 2.688903e-01
1685.00, 2.132100e-01, 2.897618e-01
1686.00, 2.102600e-01, 2.859222e-01
1687.00, 2.048400e-01, 2.787171e-01
1688.00, 2.101300e-01, 2.860844e-01
1689.00, 2.071800e-01, 2.822352e-01
1690.00, 2.052300e-01, 2.797443e-01
1691.00, 1.930300e-01, 2.632705e-01
1692.00, 2.070800e-01, 2.826000e-01
1693.00, 2.113400e-01, 2.885841e-01
1694.00, 2.047700e-01, 2.797779e-01
1695.00, 2.096800e-01, 2.866556e-01
1696.00, 2.092200e-01, 2.861955e-01
1697.00, 1.810700e-01, 2.478347e-01
1698.00, 2.073900e-01, 2.840267e-01
1699.00, 2.055100e-01, 2.816178e-01
1700.00, 1.997500e-01, 2.738857e-01
1702.00, 2.039600e-01, 2.799873e-01
1705.00, 1.977800e-01, 2.719822e-01
1710.00, 1.879000e-01, 2.591532e-01
1715.00, 1.896500e-01, 2.623316e-01
1720.00, 1.869800e-01, 2.593924e-01
1725.00, 1.780800e-01, 2.477639e-01
1730.00, 1.740700e-01, 2.428867e-01
1735.00, 1.615400e-01, 2.260546e-01
1740.00, 1.681800e-01, 2.360246e-01
1745.00, 1.548100e-01, 2.178854e-01
1750.00, 1.656600e-01, 2.338242e-01
1755.00, 1.530100e-01, 2.165861e-01
1760.00, 1.599800e-01, 2.270973e-01
1765.00, 1.328400e-01, 1.891069e-01
1770.00, 1.417200e-01, 2.023197e-01
1775.00, 1.148400e-01, 1.644089e-01
1780.00, 1.005000e-01, 1.442845e-01
1785.00, 7.698100e-02, 1.108295e-01
1790.00, 8.890400e-02, 1.283536e-01
1795.00, 4.693100e-02, 6.794507e-02
1800.00, 3.182800e-02, 4.620783e-02
1805.00, 1.481500e-02, 2.156813e-02
1810.00, 9.691100e-03, 1.414768e-02
1815.00, 3.281600e-03, 4.803922e-03
1820.00, 9.875500e-04, 1.449653e-03
1825.00, 1.274400e-03, 1.875868e-03
1830.00, 5.204100e-06, 7.681224e-06
1835.00, 6.419000e-06, 9.500296e-06
1840.00, 6.270300e-08, 9.305503e-08
1845.00, 6.265800e-06, 9.324093e-06
1850.00, 2.999300e-06, 4.475333e-06
1855.00, 2.839600e-07, 4.248492e-07
1860.00, 1.115100e-05, 1.672863e-05
1865.00, 1.698200e-05, 2.554473e-05
1870.00, 2.666200e-10, 4.021314e-10
1875.00, 4.513000e-10, 6.824963e-10
1880.00, 7.750500e-05, 1.175226e-04
1885.00, 4.389000e-05, 6.672839e-05
1890.00, 2.233300e-04, 3.404416e-04
1895.00, 1.294700e-04, 1.978846e-04
1900.00, 8.622100e-07, 1.321297e-06
1905.00, 5.666700e-07, 8.706807e-07
1910.00, 2.304500e-05, 3.550126e-05
1915.00, 1.994700e-05, 3.080917e-05
1920.00, 4.506900e-04, 6.979316e-04
1925.00, 9.361500e-04, 1.453483e-03
1930.00, 5.524200e-04, 8.599247e-04
1935.00, 3.593500e-03, 5.608314e-03
1940.00, 3.282100e-03, 5.135553e-03
1945.00, 1.086300e-02, 1.704131e-02
1950.00, 1.672700e-02, 2.630791e-02
1955.00, 1.003600e-02, 1.582491e-02
1960.00, 2.190600e-02, 3.463003e-02
1965.00, 2.856300e-02, 4.526891e-02
1970.00, 4.884700e-02, 7.761360e-02
1975.00, 6.785700e-02, 1.080925e-01
1980.00, 7.551200e-02, 1.205910e-01
1985.00, 8.306300e-02, 1.329847e-01
1990.00, 8.561300e-02, 1.374126e-01
1995.00, 8.119000e-02, 1.306409e-01
2000.00, 3.815600e-02, 6.154978e-02
2005.00, 1.500100e-02, 2.425874e-02
2010.00, 3.974800e-02, 6.443844e-02
2015.00, 2.664800e-02, 4.330852e-02
2020.00, 4.498100e-02, 7.328485e-02
2025.00, 7.401000e-02, 1.208785e-01
2030.00, 8.485600e-02, 1.389352e-01
2035.00, 9.638600e-02, 1.582020e-01
2040.00, 8.978100e-02, 1.477231e-01
2045.00, 9.107400e-02, 1.502178e-01
2050.00, 6.792700e-02, 1.123130e-01
2055.00, 5.490600e-02, 9.100502e-02
2060.00, 6.919300e-02, 1.149643e-01
2065.00, 6.187500e-02, 1.030550e-01
2070.00, 6.567600e-02, 1.096505e-01
2075.00, 7.744300e-02, 1.296086e-01
2080.00, 8.681200e-02, 1.456387e-01
2085.00, 8.510200e-02, 1.431131e-01
2090.00, 8.910000e-02, 1.501958e-01
2095.00, 8.974700e-02, 1.516483e-01
2100.00, 8.613300e-02, 1.458890e-01
2105.00, 9.315300e-02, 1.581549e-01
2110.00, 8.965400e-02, 1.525759e-01
2115.00, 9.167300e-02, 1.563816e-01
2120.00, 8.758800e-02, 1.497663e-01
2125.00, 8.863200e-02, 1.519089e-01
2130.00, 8.977400e-02, 1.542282e-01
2135.00, 9.004400e-02, 1.550552e-01
2140.00, 9.076700e-02, 1.566663e-01
2145.00, 8.948600e-02, 1.548161e-01
2150.00, 8.463900e-02, 1.467718e-01
2155.00, 8.484000e-02, 1.474625e-01
2160.00, 8.417000e-02, 1.466374e-01
2165.00, 7.631000e-02, 1.332518e-01
2170.00, 8.199600e-02, 1.435113e-01
2175.00, 8.044800e-02, 1.411264e-01
2180.00, 8.180800e-02, 1.438421e-01
2185.00, 7.455000e-02, 1.313811e-01
2190.00, 7.906800e-02, 1.396621e-01
2195.00, 7.899200e-02, 1.398464e-01
2200.00, 7.120200e-02, 1.263422e-01
2205.00, 7.401000e-02, 1.316233e-01
2210.00, 7.931500e-02, 1.413778e-01
2215.00, 7.627300e-02, 1.362631e-01
2220.00, 7.773000e-02, 1.391795e-01
2225.00, 7.545300e-02, 1.354067e-01
2230.00, 7.577300e-02, 1.362866e-01
2235.00, 7.429900e-02, 1.339350e-01
2240.00, 7.311800e-02, 1.321010e-01
2245.00, 7.083800e-02, 1.282674e-01
2250.00, 7.193700e-02, 1.305475e-01
2255.00, 6.769000e-02, 1.231132e-01
2260.00, 6.692900e-02, 1.219991e-01
2265.00, 6.813700e-02, 1.244758e-01
2270.00, 6.486700e-02, 1.187636e-01
